,username,created_at,truncated,description,following,followers,totaltweets,retweetcount,text,hashtags,user_mention,retweetScreenNames
75,BAerwaves,2022-09-21 12:48:09+00:00,False,"Definitely not Russian😉 
#StopFundingIsrael
#DefendTheSacred",232,179,5773,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/pQb5cTXcrK","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
76,kittyhundal,2022-09-21 12:47:07+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/pQb5cTXcrK","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
77,kittyhundal,2022-09-21 12:46:47+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/QTU5aUrHu6","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
78,WoodsWonder1,2022-09-21 12:06:10+00:00,False,Always keeping it REAL ~ Karma is everywhere you're going to be. Not here to gain followers my ego is in check. In support of the vaccine injured.,83,47,1466,3,"Please join us TOMORROW, Thursday the 22nd @ 12 p.m. for ""Let's Talk #3""! A supportive discussion for those facing health challenges from the 💉. 

REGISTER HERE: https://t.co/0vJmCTOc5g 

#vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #FLCCC #POTS #react19 https://t.co/NFee03zFLl",[],['CWTAIC'],CWTAIC
79,CWTAIC,2022-09-21 12:05:36+00:00,False,The #canwetalkaboutit global campaign aims to start a dialogue and break the silence around the Covid-19 vaccine injuries and deaths,120,5532,856,3,"Please join us TOMORROW, Thursday the 22nd @ 12 p.m. for ""Let's Talk #3""! A supportive discussion for those facing health challenges from the 💉. 

REGISTER HERE: https://t.co/0vJmCTOc5g 

#vaccineinjured #vaccineinjury #vaccinereactions #vaccine #mrna #FLCCC #POTS #react19 https://t.co/NFee03zFLl","[{'text': 'vaccineinjured', 'indices': [188, 203]}, {'text': 'vaccineinjury', 'indices': [204, 218]}, {'text': 'vaccinereactions', 'indices': [219, 236]}, {'text': 'vaccine', 'indices': [237, 245]}, {'text': 'mrna', 'indices': [246, 251]}, {'text': 'FLCCC', 'indices': [252, 258]}, {'text': 'POTS', 'indices': [259, 264]}, {'text': 'react19', 'indices': [265, 273]}]",[],
80,niswarth,2022-09-21 11:38:26+00:00,False,@beingniswarth,647,514,23384,7,Breaking News: ICAN Obtains Court Order Requiring CDC to Release V-Safe Data that Includes Over 137 Million Health Entries Made After #vaccine #clotshot #booster #vaccineinjury #vaccinedeath  #vaccinesideeffects #sads #diedsuddenly #wakeup  https://t.co/3K5OxiZmb3,[],['tsubject'],tsubject
81,ChoicesMatter_,2022-09-21 11:00:03+00:00,False,Forceful Medical/vaxx is not the way to a healthy lifestyle! Health cannot be injected. Enough is enough! https://t.co/kXr2lapf6J,249,206,12250,0,"#vaccinedeath is real
#vaccineinjury is real
Young/healthy people falling over dead (post 💉 or otherwise) is NOT NORMAL!
Young/healthy people dying in their sleep (post 💉 or otherwise) is NOT NORMAL!
#StopTheShot
#DoNotComply
#stoptheshots
#Informedconsent is a right! https://t.co/4SDCJNEWQa","[{'text': 'vaccinedeath', 'indices': [0, 13]}, {'text': 'vaccineinjury', 'indices': [22, 36]}, {'text': 'StopTheShot', 'indices': [200, 212]}, {'text': 'DoNotComply', 'indices': [213, 225]}, {'text': 'stoptheshots', 'indices': [226, 239]}, {'text': 'Informedconsent', 'indices': [240, 256]}]",[],
82,BasKlootwijk1,2022-09-21 10:33:45+00:00,False,"Ik ben geïnteresseerd in troep en trollen.
Ik bedoel, recyclen en Noordse mythologie.
Pronouns: Sir Loin of Cheese, Lord Q-cumber",999,151,16804,233,"Attorney lawyer for military, Todd Callender: 

“according to DMED, military database, all cause mortality spiked 1100% in just 10 months, the year the vaccine was introduced”

That’s just the starting statement

These facts are disturbing
#vaccine #VaccineDeath #Vaccineinjury https://t.co/3cP63Kzcli",[],['bambkb'],bambkb
83,BasKlootwijk1,2022-09-21 10:26:22+00:00,False,"Ik ben geïnteresseerd in troep en trollen.
Ik bedoel, recyclen en Noordse mythologie.
Pronouns: Sir Loin of Cheese, Lord Q-cumber",999,151,16804,11645,"Two weeks before the pandemic started, the government (NIAID) and MODERNA signed a confidential agreement regarding COVID VACCINES, how did they know!!??

Anthony Fauci has to answer some questions!
#vaccine #vaccineinjury #vaccinedeaths https://t.co/v8MAqN5Qsx",[],['bambkb'],bambkb
84,julesserkin,2022-09-21 10:05:06+00:00,False,#Radio presenter @scoffquaff Xmas special show #BBC #PR #health  #hospitality director @NewMarketsMedia Listen: https://t.co/3DXO3weePd,8945,16649,154456,0,@Carolin42920213 Take care Caroline 🌺it’s been great to connect - I’m also on Truth Social &amp; Gettr as many of my Twitter friends got banished from here for talkg. About their #vaccineinjury or bereavement and even daring to mention I ber ctin - now on NHS apparently? 🤷‍♀️,"[{'text': 'vaccineinjury', 'indices': [179, 193]}]",['Carolin42920213'],
85,Khris_St,2022-09-21 10:02:07+00:00,False,,548,438,20140,11645,"Two weeks before the pandemic started, the government (NIAID) and MODERNA signed a confidential agreement regarding COVID VACCINES, how did they know!!??

Anthony Fauci has to answer some questions!
#vaccine #vaccineinjury #vaccinedeaths https://t.co/v8MAqN5Qsx",[],['bambkb'],bambkb
86,Richard41786952,2022-09-21 08:35:15+00:00,False,"integriy&common sense,respect to fellow beings,without prejudice , its time we Reformed our politics&stopped excessive control over  peoples lives,I follow back",4737,1803,26514,11645,"Two weeks before the pandemic started, the government (NIAID) and MODERNA signed a confidential agreement regarding COVID VACCINES, how did they know!!??

Anthony Fauci has to answer some questions!
#vaccine #vaccineinjury #vaccinedeaths https://t.co/v8MAqN5Qsx",[],['bambkb'],bambkb
87,kittyhundal,2022-09-21 08:31:47+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/e7pUnkcX13","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
88,IanAlistairMac2,2022-09-21 08:29:27+00:00,False,Not a True Scotsman.,334,139,18158,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
89,kittyhundal,2022-09-21 08:23:53+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/sl2eGCB92w","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
90,DarrenBellreads,2022-09-21 07:53:31+00:00,False,"😀💜🌸Pseudonym scribbler. Loves stories, restoration, history, Lavazza and tipples. Liberty is all. Pronouns: Trucker/Witch/Dutch Farmer. 🌸😀💜",5000,1942,144636,0,@UsforThemUK 😢🤮Criminal. I hope they are imprisoned. People need to wake up. #NoVaccineMandates,"[{'text': 'NoVaccineMandates', 'indices': [77, 95]}]",['UsforThemUK'],
91,HouseOfGab,2022-09-21 07:46:50+00:00,False,"⬛⬛⬛⬜⬛⬛⬛⬜⬜⬛⬛⬛⬛⬛⬜⬛⬛
REFUSALIST of the ""covid19 virus"", plandemic, WHO, WEF, great reset & build back better.",1862,864,41041,3,Canada to drop COVID-19 #vaccinerequirement at border by Sept. 30:  https://t.co/XSKT2Z8zvP #cdnpoli #Travel #traveltips #traveling #CoronavirusUpdates #COVID19 #CoronaVaccine #COVID19Vaccine #canadatravel #ArriveCan #Traveller #NoVaccineMandates #Novaccineproof #Vaccinepolicy,"[{'text': 'vaccinerequirement', 'indices': [41, 60]}, {'text': 'cdnpoli', 'indices': [109, 117]}, {'text': 'Travel', 'indices': [118, 125]}, {'text': 'traveltips', 'indices': [126, 137]}]",['HitechguruS'],HitechguruS
92,Covid19Travel_,2022-09-21 07:45:12+00:00,False,"Hello everyone. I am a bot. 🤖 
I retweet covid19 travel related information. 🌍
Follow me to stay in the loop. Or visit the website for daily updates.
⬇️⬇️⬇️⬇️",29,28,6783,1,Canada to drop #COVIDvaccinerequirement to enter country: https://t.co/cZgYSFnz4K #cdnpoli #Travel #traveltips #traveling #CoronavirusUpdates #COVID19 #CoronaVaccine #COVID19Vaccine #canadatravel #ArriveCan #Traveller #NoVaccineMandates #Novaccineproof,"[{'text': 'COVIDvaccinerequirement', 'indices': [32, 56]}, {'text': 'cdnpoli', 'indices': [99, 107]}, {'text': 'Travel', 'indices': [108, 115]}, {'text': 'traveltips', 'indices': [116, 127]}, {'text': 'traveling', 'indices': [128, 138]}]",['HitechguruS'],HitechguruS
93,Covid19Travel_,2022-09-21 07:45:12+00:00,False,"Hello everyone. I am a bot. 🤖 
I retweet covid19 travel related information. 🌍
Follow me to stay in the loop. Or visit the website for daily updates.
⬇️⬇️⬇️⬇️",29,28,6783,3,Canada to drop COVID-19 #vaccinerequirement at border by Sept. 30:  https://t.co/XSKT2Z8zvP #cdnpoli #Travel #traveltips #traveling #CoronavirusUpdates #COVID19 #CoronaVaccine #COVID19Vaccine #canadatravel #ArriveCan #Traveller #NoVaccineMandates #Novaccineproof #Vaccinepolicy,"[{'text': 'vaccinerequirement', 'indices': [41, 60]}, {'text': 'cdnpoli', 'indices': [109, 117]}, {'text': 'Travel', 'indices': [118, 125]}, {'text': 'traveltips', 'indices': [126, 137]}]",['HitechguruS'],HitechguruS
94,Covid19Travel_,2022-09-21 07:45:11+00:00,False,"Hello everyone. I am a bot. 🤖 
I retweet covid19 travel related information. 🌍
Follow me to stay in the loop. Or visit the website for daily updates.
⬇️⬇️⬇️⬇️",29,28,6783,1,Federal Liberal cabinet weighing whether to lift remaining COVID-19 #travelmeasures  https://t.co/0aeDhTaSvG #cdnpoli #Travel #traveltips #traveling #CoronavirusUpdates #COVID19 #CoronaVaccine #COVID19Vaccine #canadatravel #ArriveCan #Traveller #NoVaccineMandates #Novaccineproof,"[{'text': 'travelmeasures', 'indices': [85, 100]}, {'text': 'cdnpoli', 'indices': [126, 134]}]",['HitechguruS'],HitechguruS
95,Covid19Travel_,2022-09-21 07:45:11+00:00,False,"Hello everyone. I am a bot. 🤖 
I retweet covid19 travel related information. 🌍
Follow me to stay in the loop. Or visit the website for daily updates.
⬇️⬇️⬇️⬇️",29,28,6783,1,Federal Liberal cabinet weighing whether to lift remaining COVID-19 #travelmeasures  https://t.co/IiHq3nQ1E8 #cdnpoli #Travel #traveltips #traveling #CoronavirusUpdates #COVID19 #CoronaVaccine #COVID19Vaccine #canadatravel #ArriveCan #Traveller #NoVaccineMandates #Novaccineproof,"[{'text': 'travelmeasures', 'indices': [85, 100]}, {'text': 'cdnpoli', 'indices': [126, 134]}]",['HitechguruS'],HitechguruS
96,Covid19Travel_,2022-09-21 07:45:10+00:00,False,"Hello everyone. I am a bot. 🤖 
I retweet covid19 travel related information. 🌍
Follow me to stay in the loop. Or visit the website for daily updates.
⬇️⬇️⬇️⬇️",29,28,6783,1,"Canada 'likely' to drop vaccine mandates, permitting #unvaccinated athletes to play https://t.co/yBlGJjG4Sa #cdnpoli #Travel #traveltips #traveling #CoronavirusUpdates #COVID19 #CoronaVaccine #COVID19Vaccine #canadatravel #ArriveCan #Traveller #NoVaccineMandates #Novaccineproof","[{'text': 'unvaccinated', 'indices': [70, 83]}, {'text': 'cdnpoli', 'indices': [125, 133]}]",['HitechguruS'],HitechguruS
97,Covid19Travel_,2022-09-21 07:45:09+00:00,False,"Hello everyone. I am a bot. 🤖 
I retweet covid19 travel related information. 🌍
Follow me to stay in the loop. Or visit the website for daily updates.
⬇️⬇️⬇️⬇️",29,28,6783,1,#TravellingtoCanada? COVID-19 vaccination may not be necessary https://t.co/YsEctyvRYT #cdnpoli #Travel #traveltips #traveling #CoronavirusUpdates #COVID19 #CoronaVaccine #COVID19Vaccine #canadatravel #healthcanada #ArriveCan #Traveller #NoVaccineMandates  #Novaccineproof,"[{'text': 'TravellingtoCanada', 'indices': [17, 36]}, {'text': 'cdnpoli', 'indices': [104, 112]}, {'text': 'Travel', 'indices': [113, 120]}, {'text': 'traveltips', 'indices': [121, 132]}]",['HitechguruS'],HitechguruS
98,HitechguruS,2022-09-21 07:39:37+00:00,False,"IT Architect, Security, Gentle Giant, very witty & Humourous, Environment Friendly, Green Technology, Sustainability, Simple lifestyle, Healthy living",314,121,16534,1,Canada to drop #COVIDvaccinerequirement to enter country: https://t.co/cZgYSFnz4K #cdnpoli #Travel #traveltips #traveling #CoronavirusUpdates #COVID19 #CoronaVaccine #COVID19Vaccine #canadatravel #ArriveCan #Traveller #NoVaccineMandates #Novaccineproof,"[{'text': 'COVIDvaccinerequirement', 'indices': [15, 39]}, {'text': 'cdnpoli', 'indices': [82, 90]}, {'text': 'Travel', 'indices': [91, 98]}, {'text': 'traveltips', 'indices': [99, 110]}, {'text': 'traveling', 'indices': [111, 121]}, {'text': 'CoronavirusUpdates', 'indices': [122, 141]}, {'text': 'COVID19', 'indices': [142, 150]}, {'text': 'CoronaVaccine', 'indices': [151, 165]}, {'text': 'COVID19Vaccine', 'indices': [166, 181]}, {'text': 'canadatravel', 'indices': [182, 195]}, {'text': 'ArriveCan', 'indices': [196, 206]}, {'text': 'Traveller', 'indices': [207, 217]}, {'text': 'NoVaccineMandates', 'indices': [218, 236]}, {'text': 'Novaccineproof', 'indices': [237, 252]}]",[],
99,HitechguruS,2022-09-21 07:38:56+00:00,False,"IT Architect, Security, Gentle Giant, very witty & Humourous, Environment Friendly, Green Technology, Sustainability, Simple lifestyle, Healthy living",314,121,16534,3,Canada to drop COVID-19 #vaccinerequirement at border by Sept. 30:  https://t.co/XSKT2Z8zvP #cdnpoli #Travel #traveltips #traveling #CoronavirusUpdates #COVID19 #CoronaVaccine #COVID19Vaccine #canadatravel #ArriveCan #Traveller #NoVaccineMandates #Novaccineproof #Vaccinepolicy,"[{'text': 'vaccinerequirement', 'indices': [24, 43]}, {'text': 'cdnpoli', 'indices': [92, 100]}, {'text': 'Travel', 'indices': [101, 108]}, {'text': 'traveltips', 'indices': [109, 120]}, {'text': 'traveling', 'indices': [121, 131]}, {'text': 'CoronavirusUpdates', 'indices': [132, 151]}, {'text': 'COVID19', 'indices': [152, 160]}, {'text': 'CoronaVaccine', 'indices': [161, 175]}, {'text': 'COVID19Vaccine', 'indices': [176, 191]}, {'text': 'canadatravel', 'indices': [192, 205]}, {'text': 'ArriveCan', 'indices': [206, 216]}, {'text': 'Traveller', 'indices': [217, 227]}, {'text': 'NoVaccineMandates', 'indices': [228, 246]}, {'text': 'Novaccineproof', 'indices': [247, 262]}, {'text': 'Vaccinepolicy', 'indices': [263, 277]}]",[],
100,HitechguruS,2022-09-21 07:38:11+00:00,False,"IT Architect, Security, Gentle Giant, very witty & Humourous, Environment Friendly, Green Technology, Sustainability, Simple lifestyle, Healthy living",314,121,16534,1,"Canada to drop COVID-19 #vaccineborderpolicy, ArriveCan to be optional:  https://t.co/jlFXqDqhEg #cdnpoli #Travel #traveltips #traveling #CoronavirusUpdates #COVID19 #CoronaVaccine #COVID19Vaccine #canadatravel #ArriveCan #Traveller #NoVaccineMandates #Novaccineproof","[{'text': 'vaccineborderpolicy', 'indices': [24, 44]}, {'text': 'cdnpoli', 'indices': [97, 105]}, {'text': 'Travel', 'indices': [106, 113]}, {'text': 'traveltips', 'indices': [114, 125]}, {'text': 'traveling', 'indices': [126, 136]}, {'text': 'CoronavirusUpdates', 'indices': [137, 156]}, {'text': 'COVID19', 'indices': [157, 165]}, {'text': 'CoronaVaccine', 'indices': [166, 180]}, {'text': 'COVID19Vaccine', 'indices': [181, 196]}, {'text': 'canadatravel', 'indices': [197, 210]}, {'text': 'ArriveCan', 'indices': [211, 221]}, {'text': 'Traveller', 'indices': [222, 232]}, {'text': 'NoVaccineMandates', 'indices': [233, 251]}, {'text': 'Novaccineproof', 'indices': [252, 267]}]",[],
101,HitechguruS,2022-09-21 07:37:30+00:00,False,"IT Architect, Security, Gentle Giant, very witty & Humourous, Environment Friendly, Green Technology, Sustainability, Simple lifestyle, Healthy living",314,121,16534,1,Canada may change #borderrequirements by the #endofSeptember https://t.co/F1MRJypv32 #cdnpoli #Travel #traveltips #traveling #CoronavirusUpdates #COVID19 #CoronaVaccine #COVID19Vaccine #canadatravel #ArriveCan #Traveller #NoVaccineMandates #Novaccineproof,"[{'text': 'borderrequirements', 'indices': [18, 37]}, {'text': 'endofSeptember', 'indices': [45, 60]}, {'text': 'cdnpoli', 'indices': [85, 93]}, {'text': 'Travel', 'indices': [94, 101]}, {'text': 'traveltips', 'indices': [102, 113]}, {'text': 'traveling', 'indices': [114, 124]}, {'text': 'CoronavirusUpdates', 'indices': [125, 144]}, {'text': 'COVID19', 'indices': [145, 153]}, {'text': 'CoronaVaccine', 'indices': [154, 168]}, {'text': 'COVID19Vaccine', 'indices': [169, 184]}, {'text': 'canadatravel', 'indices': [185, 198]}, {'text': 'ArriveCan', 'indices': [199, 209]}, {'text': 'Traveller', 'indices': [210, 220]}, {'text': 'NoVaccineMandates', 'indices': [221, 239]}, {'text': 'Novaccineproof', 'indices': [240, 255]}]",[],
102,HitechguruS,2022-09-21 07:36:32+00:00,False,"IT Architect, Security, Gentle Giant, very witty & Humourous, Environment Friendly, Green Technology, Sustainability, Simple lifestyle, Healthy living",314,121,16534,1,Federal Liberal cabinet weighing whether to lift remaining COVID-19 #travelmeasures  https://t.co/0aeDhTaSvG #cdnpoli #Travel #traveltips #traveling #CoronavirusUpdates #COVID19 #CoronaVaccine #COVID19Vaccine #canadatravel #ArriveCan #Traveller #NoVaccineMandates #Novaccineproof,"[{'text': 'travelmeasures', 'indices': [68, 83]}, {'text': 'cdnpoli', 'indices': [109, 117]}, {'text': 'Travel', 'indices': [118, 125]}, {'text': 'traveltips', 'indices': [126, 137]}, {'text': 'traveling', 'indices': [138, 148]}, {'text': 'CoronavirusUpdates', 'indices': [149, 168]}, {'text': 'COVID19', 'indices': [169, 177]}, {'text': 'CoronaVaccine', 'indices': [178, 192]}, {'text': 'COVID19Vaccine', 'indices': [193, 208]}, {'text': 'canadatravel', 'indices': [209, 222]}, {'text': 'ArriveCan', 'indices': [223, 233]}, {'text': 'Traveller', 'indices': [234, 244]}, {'text': 'NoVaccineMandates', 'indices': [245, 263]}, {'text': 'Novaccineproof', 'indices': [264, 279]}]",[],
103,HitechguruS,2022-09-21 07:35:56+00:00,False,"IT Architect, Security, Gentle Giant, very witty & Humourous, Environment Friendly, Green Technology, Sustainability, Simple lifestyle, Healthy living",314,121,16534,1,Federal Liberal cabinet weighing whether to lift remaining COVID-19 #travelmeasures  https://t.co/IiHq3nQ1E8 #cdnpoli #Travel #traveltips #traveling #CoronavirusUpdates #COVID19 #CoronaVaccine #COVID19Vaccine #canadatravel #ArriveCan #Traveller #NoVaccineMandates #Novaccineproof,"[{'text': 'travelmeasures', 'indices': [68, 83]}, {'text': 'cdnpoli', 'indices': [109, 117]}, {'text': 'Travel', 'indices': [118, 125]}, {'text': 'traveltips', 'indices': [126, 137]}, {'text': 'traveling', 'indices': [138, 148]}, {'text': 'CoronavirusUpdates', 'indices': [149, 168]}, {'text': 'COVID19', 'indices': [169, 177]}, {'text': 'CoronaVaccine', 'indices': [178, 192]}, {'text': 'COVID19Vaccine', 'indices': [193, 208]}, {'text': 'canadatravel', 'indices': [209, 222]}, {'text': 'ArriveCan', 'indices': [223, 233]}, {'text': 'Traveller', 'indices': [234, 244]}, {'text': 'NoVaccineMandates', 'indices': [245, 263]}, {'text': 'Novaccineproof', 'indices': [264, 279]}]",[],
104,HitechguruS,2022-09-21 07:35:26+00:00,False,"IT Architect, Security, Gentle Giant, very witty & Humourous, Environment Friendly, Green Technology, Sustainability, Simple lifestyle, Healthy living",314,121,16534,1,Canada likely to drop #vaccinerequirement to enter by end of September  https://t.co/yIkgaoqtCQ #cdnpoli #Travel #traveltips #traveling #CoronavirusUpdates #COVID19 #CoronaVaccine #COVID19Vaccine #canadatravel #ArriveCan #Traveller #NoVaccineMandates #Novaccineproof,"[{'text': 'vaccinerequirement', 'indices': [22, 41]}, {'text': 'cdnpoli', 'indices': [96, 104]}, {'text': 'Travel', 'indices': [105, 112]}, {'text': 'traveltips', 'indices': [113, 124]}, {'text': 'traveling', 'indices': [125, 135]}, {'text': 'CoronavirusUpdates', 'indices': [136, 155]}, {'text': 'COVID19', 'indices': [156, 164]}, {'text': 'CoronaVaccine', 'indices': [165, 179]}, {'text': 'COVID19Vaccine', 'indices': [180, 195]}, {'text': 'canadatravel', 'indices': [196, 209]}, {'text': 'ArriveCan', 'indices': [210, 220]}, {'text': 'Traveller', 'indices': [221, 231]}, {'text': 'NoVaccineMandates', 'indices': [232, 250]}, {'text': 'Novaccineproof', 'indices': [251, 266]}]",[],
